"File","Sheet","Year","Competition","Pos.","Athlete","Round1","X.1","Round2","X.2","Tot.","X10","X9","Sex","Age","Style","Hits","Golds","Round_type"
"Clwyd_Archers_Portsmouth_2_2025.xlsx","IQMC_2","2025","Clwyd_Archers_Portsmouth_2025","1","LLOYD David","275","1","277","1","552","15",NA,"O","","","0",NA,"Single Portsmouth"
"Clwyd_Archers_Portsmouth_2_2025.xlsx","IQMB","2025","Clwyd_Archers_Portsmouth_2025","1","EYRES Joseph","267","1","262","1","529","20",NA,"M","","B","0",NA,"Single Portsmouth"
"Clwyd_Archers_Portsmouth_2_2025.xlsx","IQMB","2025","Clwyd_Archers_Portsmouth_2025","2","BALDWIN (2) Richard","254","2","246","3","500","15",NA,"M","","B","0",NA,"Single Portsmouth"
"Clwyd_Archers_Portsmouth_2_2025.xlsx","IQMB","2025","Clwyd_Archers_Portsmouth_2025","3","BALDWIN Richard","236","3","249","2","485","7",NA,"M","","B","0",NA,"Single Portsmouth"
"Clwyd_Archers_Portsmouth_2_2025.xlsx","IQWB","2025","Clwyd_Archers_Portsmouth_2025","1","BROWN Helen","255","1","250","1","505","10",NA,"W","","B","0",NA,"Single Portsmouth"
"Clwyd_Archers_Portsmouth_2_2025.xlsx","IQWU18B","2025","Clwyd_Archers_Portsmouth_2025","1","FOULKES-HANMER Samantha","194","1","218","1","412","4",NA,"W","U18","B","0",NA,"Single Portsmouth"
"Clwyd_Archers_Portsmouth_2_2025.xlsx","IQM50+B","2025","Clwyd_Archers_Portsmouth_2025","1","HAYES (2) Richard J","255","2","272","1","527","18",NA,"M","50","B","0",NA,"Single Portsmouth"
"Clwyd_Archers_Portsmouth_2_2025.xlsx","IQM50+B","2025","Clwyd_Archers_Portsmouth_2025","2","BETTERIDGE Steven","261","1","258","3","519","13",NA,"M","50","B","0",NA,"Single Portsmouth"
"Clwyd_Archers_Portsmouth_2_2025.xlsx","IQM50+B","2025","Clwyd_Archers_Portsmouth_2025","3","KEANE (2) Oliver","254","3","260","2","514","14",NA,"M","50","B","0",NA,"Single Portsmouth"
"Clwyd_Archers_Portsmouth_2_2025.xlsx","IQM50+B","2025","Clwyd_Archers_Portsmouth_2025","4","HAYES Richard J","252","4","239","5","491","8",NA,"M","50","B","0",NA,"Single Portsmouth"
"Clwyd_Archers_Portsmouth_2_2025.xlsx","IQM50+B","2025","Clwyd_Archers_Portsmouth_2025","5","KEANE Oliver","245","5","230","6","475","6",NA,"M","50","B","0",NA,"Single Portsmouth"
"Clwyd_Archers_Portsmouth_2_2025.xlsx","IQM50+B","2025","Clwyd_Archers_Portsmouth_2025","6","HARPER Huw","222","6","247","4","469","9",NA,"M","50","B","0",NA,"Single Portsmouth"
"Clwyd_Archers_Portsmouth_2_2025.xlsx","IQM50+B","2025","Clwyd_Archers_Portsmouth_2025","7","HARPER (2) Huw","215","7","224","7","439","6",NA,"M","50","B","0",NA,"Single Portsmouth"
"Clwyd_Archers_Portsmouth_2_2025.xlsx","IQM50+B","2025","Clwyd_Archers_Portsmouth_2025","8","LEWIS-PARRY Jonathan","209","8","211","8","420","5",NA,"M","50","B","0",NA,"Single Portsmouth"
"Clwyd_Archers_Portsmouth_2_2025.xlsx","IQM50+B","2025","Clwyd_Archers_Portsmouth_2025","DNS","WILSON Kris","0","2","0",NA,"0","0",NA,"M","50","B","0",NA,"Single Portsmouth"
"Clwyd_Archers_Portsmouth_2_2025.xlsx","IQW50+B","2025","Clwyd_Archers_Portsmouth_2025","1","DOHERTY Kim","252","1","261","1","513","13",NA,"W","50","B","0",NA,"Single Portsmouth"
"Clwyd_Archers_Portsmouth_2_2025.xlsx","IQWB_2","2025","Clwyd_Archers_Portsmouth_2025","1","DEL-NEGRO Ines","247","1","244","1","491","9",NA,"O","","","0",NA,"Single Portsmouth"
"Clwyd_Archers_Portsmouth_2_2025.xlsx","IQWB_2","2025","Clwyd_Archers_Portsmouth_2025","2","ATTACK Roxana","240","2","234","2","474","9",NA,"O","","","0",NA,"Single Portsmouth"
"Clwyd_Archers_Portsmouth_2_2025.xlsx","IQWB_2","2025","Clwyd_Archers_Portsmouth_2025","3","CLARKE Samantha","210","3","225","3","435","3",NA,"O","","","0",NA,"Single Portsmouth"
"Clwyd_Archers_Portsmouth_2_2025.xlsx","IQWB_2","2025","Clwyd_Archers_Portsmouth_2025","4","CLARKE (2) Samantha","204","5","220","4","424","7",NA,"O","","","0",NA,"Single Portsmouth"
"Clwyd_Archers_Portsmouth_2_2025.xlsx","IQWB_2","2025","Clwyd_Archers_Portsmouth_2025","5","ASHWORTH Vicky","208","4","195","5","403","7",NA,"O","","","0",NA,"Single Portsmouth"
"Clwyd_Archers_Portsmouth_2_2025.xlsx","IQWU18B_2","2025","Clwyd_Archers_Portsmouth_2025","1","PHILLIPS-BAKEWELL Emily","152","1","146","1","298","3",NA,"O","","","0",NA,"Single Portsmouth"
"Clwyd_Archers_Portsmouth_2_2025.xlsx","IQM50+L","2025","Clwyd_Archers_Portsmouth_2025","1","LIGGINS Stephen","227","2","233","1","460","6",NA,"M","50","L","0",NA,"Single Portsmouth"
"Clwyd_Archers_Portsmouth_2_2025.xlsx","IQM50+L","2025","Clwyd_Archers_Portsmouth_2025","2","PRICE Ian","230","1","221","2","451","7",NA,"M","50","L","0",NA,"Single Portsmouth"
"Clwyd_Archers_Portsmouth_2_2025.xlsx","IQW50+L","2025","Clwyd_Archers_Portsmouth_2025","1","DAVIES Sandra","184","1","192","1","376","4",NA,"W","50","L","0",NA,"Single Portsmouth"
"Clwyd_Archers_Portsmouth_2_2025.xlsx","IQW50+L","2025","Clwyd_Archers_Portsmouth_2025","2","SMITH Carol","73","3","161","2","234","0",NA,"W","50","L","0",NA,"Single Portsmouth"
"Clwyd_Archers_Portsmouth_2_2025.xlsx","IQW50+L","2025","Clwyd_Archers_Portsmouth_2025","3","BURCHAM Judith","74","2","107","3","181","1",NA,"W","50","L","0",NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQMR","2026","Corus_-_Single_Portsmouth_2026","1","HOLLINSHEAD Alexander","289","1","279","2","568",NA,NA,"M","","R","60","30","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQMR","2026","Corus_-_Single_Portsmouth_2026","2","TEECE Mark","282","2","282","1","564",NA,NA,"M","","R","60","30","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQMR","2026","Corus_-_Single_Portsmouth_2026","3","MORTON Michael","261","3","265","3","526",NA,NA,"M","","R","60","14","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQMR","2026","Corus_-_Single_Portsmouth_2026","4","MARTIN Callum","261","3","252","4","513",NA,NA,"M","","R","60","16","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQWR","2026","Corus_-_Single_Portsmouth_2026","1","LLOYD Catrin","209","2","242","1","451",NA,NA,"W","","R","60","9","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQWR","2026","Corus_-_Single_Portsmouth_2026","2","PHILLIPS Sian","217","1","232","2","449",NA,NA,"W","","R","60","8","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQWR","2026","Corus_-_Single_Portsmouth_2026","3","WISEMAN Kate","170","3","190","3","360",NA,NA,"W","","R","30","3","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQMU18R","2026","Corus_-_Single_Portsmouth_2026","1","RAMSAY Brandon","150","1","88","1","238",NA,NA,"M","U18","R","24","2","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQWU18R","2026","Corus_-_Single_Portsmouth_2026","1","LLOYD Seren","211","1","227","1","438",NA,NA,"W","U18","R","60","4","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQWU18R","2026","Corus_-_Single_Portsmouth_2026","2","JENKINS Hollie","197","2","179","2","376",NA,NA,"W","U18","R","59","5","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQM50+R","2026","Corus_-_Single_Portsmouth_2026","1","BEAN Malcolm","266","1","268","1","534",NA,NA,"M","50","R","60","20","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQM50+R","2026","Corus_-_Single_Portsmouth_2026","2","SMITH Richard","258","2","256","2","514",NA,NA,"M","50","R","60","14","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQM50+R","2026","Corus_-_Single_Portsmouth_2026","3","WILKINSON Andy","255","3","249","3","504",NA,NA,"M","50","R","60","14","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQM50+R","2026","Corus_-_Single_Portsmouth_2026","4","JONES Mervyn","251","4","241","5","492",NA,NA,"M","50","R","60","7","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQM50+R","2026","Corus_-_Single_Portsmouth_2026","5","WOOD Gerry","222","5","242","4","464",NA,NA,"M","50","R","60","8","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQM50+R","2026","Corus_-_Single_Portsmouth_2026","6","DUNCAN James","222","5","234","6","456",NA,NA,"M","50","R","60","5","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQMC","2026","Corus_-_Single_Portsmouth_2026","1","HARPER Rhys","284","2","293","1","577",NA,NA,"M","","C","60","37","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQMC","2026","Corus_-_Single_Portsmouth_2026","2","DIXON Geoff","287","1","285","2","572",NA,NA,"M","","C","60","32","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQMC","2026","Corus_-_Single_Portsmouth_2026","3","WRIGHT Stephen","275","3","276","3","551",NA,NA,"M","","C","60","19","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQWC","2026","Corus_-_Single_Portsmouth_2026","1","SHAW Megan","281","1","277","1","558",NA,NA,"W","","C","60","19","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQM50+C","2026","Corus_-_Single_Portsmouth_2026","1","ASHWORTH Ian","287","2","286","1","573",NA,NA,"M","50","C","60","33","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQM50+C","2026","Corus_-_Single_Portsmouth_2026","1","DAVIES Paul","288","1","285","2","573",NA,NA,"M","50","C","60","33","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQM50+C","2026","Corus_-_Single_Portsmouth_2026","3","TAYLOR Dave","248","3","256","3","504",NA,NA,"M","50","C","60","6","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQMB","2026","Corus_-_Single_Portsmouth_2026","1","MASON Mae","219","1","254","1","473",NA,NA,"M","","B","60","10","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQWB","2026","Corus_-_Single_Portsmouth_2026","1","RIDGWAY Rebecca","226","1","233","1","459",NA,NA,"W","","B","60","3","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQWB","2026","Corus_-_Single_Portsmouth_2026","2","ASHWORTH Vicky","166","2","219","2","385",NA,NA,"W","","B","30","4","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQMU18B","2026","Corus_-_Single_Portsmouth_2026","1","RIDGWAY Kai","220","1","230","1","450",NA,NA,"M","U18","B","59","7","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQWU18B","2026","Corus_-_Single_Portsmouth_2026","1","PHILLIPS-BAKEWELL Emily","165","1","151","1","316",NA,NA,"W","U18","B","26","3","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQM50+B","2026","Corus_-_Single_Portsmouth_2026","1","HARPER Huw","239","1","257","1","496",NA,NA,"M","50","B","60","13","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQM50+B","2026","Corus_-_Single_Portsmouth_2026","2","HAYES Richard","228","2","246","2","474",NA,NA,"M","50","B","60","9","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQML","2026","Corus_-_Single_Portsmouth_2026","1","PERKINS Derek","188","1","196","1","384",NA,NA,"M","","L","59","0","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQW50+L","2026","Corus_-_Single_Portsmouth_2026","1","DAVIES Sandra","202","1","216","1","418",NA,NA,"W","50","L","60","4","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQW50+L","2026","Corus_-_Single_Portsmouth_2026","2","SMITH Carol","178","2","189","3","367",NA,NA,"W","50","L","58","3","Single Portsmouth"
"Corus_-_Single_Portsmouth__2026.xlsx","IQW50+L","2026","Corus_-_Single_Portsmouth_2026","3","EDGELEY Llinos","175","3","191","2","366",NA,NA,"W","50","L","30","1","Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQMR","2025","Corus_-_Single_Portsmouth","1","SMITH Tim","286","1","290","1","576","38",NA,"M","","R",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQMR","2025","Corus_-_Single_Portsmouth","2","TEECE Mark","280","2","278","2","558","29",NA,"M","","R",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQMR","2025","Corus_-_Single_Portsmouth","3","KHAN Arfan","278","3","261","5","539","22",NA,"M","","R",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQMR","2025","Corus_-_Single_Portsmouth","4","KLIMASZEWSKI Michael","262","5","269","3","531","20",NA,"M","","R",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQMR","2025","Corus_-_Single_Portsmouth","5","ROGERS Nathan","260","6","256","8","516","15",NA,"M","","R",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQMR","2025","Corus_-_Single_Portsmouth","6","WILKINSON Andy","255","8","260","6","515","14",NA,"M","","R",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQMR","2025","Corus_-_Single_Portsmouth","7","DUNCAN James","255","7","257","7","512","15",NA,"M","","R",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQMR","2025","Corus_-_Single_Portsmouth","8","WRIGHT William","241","11","265","4","506","10",NA,"M","","R",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQMR","2025","Corus_-_Single_Portsmouth","9","MARTIN Callum","249","9","254","9","503","13",NA,"M","","R",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQMR","2025","Corus_-_Single_Portsmouth","10","KLIMASZEWSKI Evan","247","10","248","10","495","9",NA,"M","","R",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQMR","2025","Corus_-_Single_Portsmouth","11","HORSFIELD Matthew","267","4","26","11","293","6",NA,"M","","R",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQWJR","2025","Corus_-_Single_Portsmouth","1","WEST Amiee","268","1","269","1","537","15",NA,"W","Junior","R",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQM50+R","2025","Corus_-_Single_Portsmouth","1","BEAN Malcolm","263","2","249","2","512","15",NA,"M","50","R",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQM50+R","2025","Corus_-_Single_Portsmouth","2","SHAW Mark","256","3","255","1","511","9",NA,"M","50","R",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQM50+R","2025","Corus_-_Single_Portsmouth","3","SNELL Ian","264","1","245","3","509","12",NA,"M","50","R",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQW50+R","2025","Corus_-_Single_Portsmouth","1","LAWRENCESON Marie","204","1","225","1","429","4",NA,"W","50","R",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQW50+R","2025","Corus_-_Single_Portsmouth","2","WILLIAMS Tracy","136","2","194","2","330","1",NA,"W","50","R",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQMC","2025","Corus_-_Single_Portsmouth","1","HARPER Rhys","288","1","285","1","573","33",NA,"M","","C",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQMC","2025","Corus_-_Single_Portsmouth","2","FARRELL Peter","288","1","284","2","572","32",NA,"M","","C",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQMC","2025","Corus_-_Single_Portsmouth","3","DAVIES Paul","284","3","282","3","566","27",NA,"M","","C",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQMC","2025","Corus_-_Single_Portsmouth","4","HARPER Huw","274","4","278","4","552","17",NA,"M","","C",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQMC","2025","Corus_-_Single_Portsmouth","5","ALLEN Graham","273","5","276","6","549","13",NA,"M","","C",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQMC","2025","Corus_-_Single_Portsmouth","6","LEATHLEY Anthony","273","6","274","7","547","12",NA,"M","","C",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQMC","2025","Corus_-_Single_Portsmouth","7","WRIGHT Stephen","264","8","277","5","541","15",NA,"M","","C",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQMC","2025","Corus_-_Single_Portsmouth","8","TAYLOR Dave","270","7","258","8","528","13",NA,"M","","C",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQMC","2025","Corus_-_Single_Portsmouth","9","THOMAS Nick","248","9","256","9","504","3",NA,"M","","C",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQWC","2025","Corus_-_Single_Portsmouth","1","KIRKHAM Sara","281","1","283","1","564","24",NA,"W","","C",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQWL","2025","Corus_-_Single_Portsmouth","1","DAVIES Sandra","164","1","166","1","330","4",NA,"W","","L",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQM50+L","2025","Corus_-_Single_Portsmouth","1","LIGGINS Stephen","157","1","176","1","333","3",NA,"M","50","L",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQW50+L","2025","Corus_-_Single_Portsmouth","1","EGERLEY Llinos","196","1","168","1","364","3",NA,"W","50","L",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQMB","2025","Corus_-_Single_Portsmouth","1","CLARKE Paul","230","1","241","1","471","9",NA,"M","","B",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQMB","2025","Corus_-_Single_Portsmouth","2","HORSFIELD Michael","175","2","200","2","375","6",NA,"M","","B",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQWB","2025","Corus_-_Single_Portsmouth","1","WEST Rachael","209","1","222","1","431","2",NA,"W","","B",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQMJB","2025","Corus_-_Single_Portsmouth","1","DUNN Jacob","226","1","213","1","439","5",NA,"M","Junior","B",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQWJB","2025","Corus_-_Single_Portsmouth","1","PHILLIPS-BAKEWELL Emily","128","1","138","1","266","0",NA,"W","Junior","B",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQM50+B","2025","Corus_-_Single_Portsmouth","1","HUXLEY Nikita","248","1","252","1","500","12",NA,"M","50","B",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQM50+B","2025","Corus_-_Single_Portsmouth","2","WILSON Kris","237","2","249","2","486","12",NA,"M","50","B",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQM50+B","2025","Corus_-_Single_Portsmouth","3","HUGHES Ian","230","3","239","3","469","10",NA,"M","50","B",NA,NA,"Single Portsmouth"
"Corus_-_Single_Portsmouth_2025.xlsx","IQM50+B","2025","Corus_-_Single_Portsmouth","4","LEWIS-PARRY Jonathan","227","4","224","4","451","9",NA,"M","50","B",NA,NA,"Single Portsmouth"
"County_of_Worcester_Archer_2023.xlsx","IQMU21R","2023","County_of_Worcester_Archery_Association_Open_Junior_Indoor_Championships_2023","1","DANIELS Matthew","221","1","241","1","462",NA,NA,"M","U21","R","60","12","Single Portsmouth"
"County_of_Worcester_Archer_2023.xlsx","IQMU18R","2023","County_of_Worcester_Archery_Association_Open_Junior_Indoor_Championships_2023","1","EATON Sasha","273","1","266","1","539",NA,NA,"M","U18","R","60","21","Single Portsmouth"
"County_of_Worcester_Archer_2023.xlsx","IQWU18R","2023","County_of_Worcester_Archery_Association_Open_Junior_Indoor_Championships_2023","1","ALSOP Harriet","249","1","229","1","478",NA,NA,"W","U18","R","60","7","Single Portsmouth"
"County_of_Worcester_Archer_2023.xlsx","IQMU16R","2023","County_of_Worcester_Archery_Association_Open_Junior_Indoor_Championships_2023","1","SHEHATA-MORGAN Alex","267","2","281","1","548",NA,NA,"M","U16","R","60","49","Single Portsmouth"
"County_of_Worcester_Archer_2023.xlsx","IQMU16R","2023","County_of_Worcester_Archery_Association_Open_Junior_Indoor_Championships_2023","2","BRUCKSHAW Ethan","276","1","265","2","541",NA,NA,"M","U16","R","60","25","Single Portsmouth"
"County_of_Worcester_Archer_2023.xlsx","IQWU16R","2023","County_of_Worcester_Archery_Association_Open_Junior_Indoor_Championships_2023","1","LATOS Nicole","279","1","265","1","544",NA,NA,"W","U16","R","59","22","Single Portsmouth"
"County_of_Worcester_Archer_2023.xlsx","IQWU16R","2023","County_of_Worcester_Archery_Association_Open_Junior_Indoor_Championships_2023","2","MACPHERSON Grace","263","2","264","2","527",NA,NA,"W","U16","R","60","31","Single Portsmouth"
"County_of_Worcester_Archer_2023.xlsx","IQWU16R","2023","County_of_Worcester_Archery_Association_Open_Junior_Indoor_Championships_2023","3","MARYAM Nuha","241","3","250","3","491",NA,NA,"W","U16","R","60","10","Single Portsmouth"
"County_of_Worcester_Archer_2023.xlsx","IQWU16R","2023","County_of_Worcester_Archery_Association_Open_Junior_Indoor_Championships_2023","4","FOGARTY Jessica","129","5","186","4","315",NA,NA,"W","U16","R","54","1","Single Portsmouth"
"County_of_Worcester_Archer_2023.xlsx","IQWU16R","2023","County_of_Worcester_Archery_Association_Open_Junior_Indoor_Championships_2023","5","FUNG Katherine","142","4","121","5","263",NA,NA,"W","U16","R","47","1","Single Portsmouth"
"County_of_Worcester_Archer_2023.xlsx","IQMU14R","2023","County_of_Worcester_Archery_Association_Open_Junior_Indoor_Championships_2023","1","BUTTERS Harry","22","1","5","1","27",NA,NA,"M","U14","R","9","0","Single Portsmouth"
"County_of_Worcester_Archer_2023.xlsx","IQWU14R","2023","County_of_Worcester_Archery_Association_Open_Junior_Indoor_Championships_2023","1","SNELL Amber","227","1","258","1","485",NA,NA,"W","U14","R","60","32","Single Portsmouth"
"County_of_Worcester_Archer_2023.xlsx","IQWU14R","2023","County_of_Worcester_Archery_Association_Open_Junior_Indoor_Championships_2023","2","STAITE Charlie","209","2","223","2","432",NA,NA,"W","U14","R","60","18","Single Portsmouth"
"County_of_Worcester_Archer_2023.xlsx","IQWU14R","2023","County_of_Worcester_Archery_Association_Open_Junior_Indoor_Championships_2023","3","JOHNS Poppy","196","3","206","3","402",NA,NA,"W","U14","R","59","3","Single Portsmouth"
"County_of_Worcester_Archer_2023.xlsx","IQWU14R","2023","County_of_Worcester_Archery_Association_Open_Junior_Indoor_Championships_2023","4","MACPHERSON Poppy","189","4","180","4","369",NA,NA,"W","U14","R","60","5","Single Portsmouth"
"County_of_Worcester_Archer_2023.xlsx","IQWU14R","2023","County_of_Worcester_Archery_Association_Open_Junior_Indoor_Championships_2023","5","SNELL Ava","128","5","147","5","275",NA,NA,"W","U14","R","54","1","Single Portsmouth"
"County_of_Worcester_Archer_2023.xlsx","IQMU12R","2023","County_of_Worcester_Archery_Association_Open_Junior_Indoor_Championships_2023","1","LATOS Adam","179","2","196","1","375",NA,NA,"M","Junior","R","57","4","Single Portsmouth"
"County_of_Worcester_Archer_2023.xlsx","IQMU12R","2023","County_of_Worcester_Archery_Association_Open_Junior_Indoor_Championships_2023","2","BRUCKSHAW Zack","191","1","181","2","372",NA,NA,"M","Junior","R","59","1","Single Portsmouth"
"County_of_Worcester_Archer_2023.xlsx","IQMU12R","2023","County_of_Worcester_Archery_Association_Open_Junior_Indoor_Championships_2023","3","JOHNS Joey","142","3","163","3","305",NA,NA,"M","Junior","R","53","1","Single Portsmouth"
"County_of_Worcester_Archer_2023.xlsx","IQWU12R","2023","County_of_Worcester_Archery_Association_Open_Junior_Indoor_Championships_2023","1","STAITE Lily","207","1","230","1","437",NA,NA,"W","Junior","R","60","5","Single Portsmouth"
"County_of_Worcester_Archer_2023.xlsx","IQMU18C","2023","County_of_Worcester_Archery_Association_Open_Junior_Indoor_Championships_2023","1","WILSON Luke","274","1","267","1","541",NA,NA,"M","U18","C","60","10","Single Portsmouth"
"County_of_Worcester_Archer_2023.xlsx","IQMU16C","2023","County_of_Worcester_Archery_Association_Open_Junior_Indoor_Championships_2023","1","MCCARTHY David (1)","281","2","287","1","568",NA,NA,"M","U16","C","60","28","Single Portsmouth"
"County_of_Worcester_Archer_2023.xlsx","IQMU16C","2023","County_of_Worcester_Archery_Association_Open_Junior_Indoor_Championships_2023","2","MCCARTHY David","282","1","281","2","563",NA,NA,"M","U16","C","60","11","Single Portsmouth"
"County_of_Worcester_Archer_2023.xlsx","IQMU14C","2023","County_of_Worcester_Archery_Association_Open_Junior_Indoor_Championships_2023","1","KEEN Dillon","264","1","253","1","517",NA,NA,"M","U14","C","60","8","Single Portsmouth"
"County_of_Worcester_Archer_2023.xlsx","IQWU14C","2023","County_of_Worcester_Archery_Association_Open_Junior_Indoor_Championships_2023","1","MANSELL Paige","212","1","185","1","397",NA,NA,"W","U14","C","60","0","Single Portsmouth"
"County_of_Worcester_Archer_2023.xlsx","IQMU16B","2023","County_of_Worcester_Archery_Association_Open_Junior_Indoor_Championships_2023","1","REECE Alex","228","1","236","1","464",NA,NA,"M","U16","B","60","4","Single Portsmouth"
"County_of_Worcester_Archer_2023.xlsx","IQMU16L","2023","County_of_Worcester_Archery_Association_Open_Junior_Indoor_Championships_2023","1","KEEN Jack","40","1","61","1","101",NA,NA,"M","U16","L","24","0","Single Portsmouth"
"CUMBRIA_COUNTY_AND_OPEN_IN_2025.xlsx","IQMR","2025","CUMBRIA_COUNTY_AND_OPEN_INDOOR_CHAMPIONSHIPS","1","CORNAH Matthew","292","1","292","1","584",NA,NA,"M","","R","60","46","Single Portsmouth"
"CUMBRIA_COUNTY_AND_OPEN_IN_2025.xlsx","IQMR","2025","CUMBRIA_COUNTY_AND_OPEN_INDOOR_CHAMPIONSHIPS","2","WOZENCROFT Adam","287","3","282","4","569",NA,NA,"M","","R","60","31","Single Portsmouth"
"CUMBRIA_COUNTY_AND_OPEN_IN_2025.xlsx","IQMR","2025","CUMBRIA_COUNTY_AND_OPEN_INDOOR_CHAMPIONSHIPS","3","URBANIAK Mick","287","2","280","5","567",NA,NA,"M","","R","60","34","Single Portsmouth"
